boro,budgetline,type,description,fy17cn,fy17cx,fy17f,fy17s,fy17p,fy17total
manhattan,LN-C003,LN,"RECONS., REHAB. IMPRV AND F&E TO BRANCH LIBRARIES, MANHATTAN",0,,,,,0
manhattan,LN-D003,LN,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, MAN. & SYSTEMWIDE",0,,,,,0
manhattan,LN-D006,LN,"EQUIPMENT FOR ALL NYPL FACILITIES, MAN., BX., S.I. & SYSTEMWIDE",0,,,,,0
manhattan,LN-D008,LN,"CONS, SITE ACQUISITION, EQUIPMENT FOR NYPL",14875000,,,,,14875000
manhattan,LN-D009,LN,"NYPL SYSTEMS AND EQUIPMENT PURCHASES, CITYWIDE",0,,,,,0
manhattan,LN-M001,LN,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, MANHATTAN",900000,,,,,900000
manhattan,LN-8,LN,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",9511000,,0,0,0,9511000
manhattan,LN-101M,LN,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, MAN. & SYSTEMWIDE",0,,,,,0
richmond,LN-D002,LN,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, S.I. & SYSTEMWIDE",0,,,,,0
richmond,LN-D006,LN,"EQUIPMENT FOR ALL NYPL FACILITIES, MAN., BX., S.I. & SYSTEMWIDE",0,,,,,0
richmond,LN-R001,LN,"CONSTRUCTION, SITE AQUISITION AND F&E TO BRANCH LIBRARIES, S.I.",1750000,,,,,1750000
richmond,LN-8,LN,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",9511000,,0,0,0,9511000
richmond,LN-101R,LN,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, S.I. & SYSTEMWIDE",0,,,,0,0
queens,LQ-D001,LQ,"QBPL SYSTEMS AND EQUIPMENT PURCHASES, QUEENS",170000,,,,,170000
queens,LQ-D122,LQ,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, QNS",14223000,,,,,14223000
queens,LQ-Q002,LQ,"CONSTRUCT/RECONSTRUCT FLUSHING BRANCH LIBRARY",0,,,,,0
queens,LQ-Q003,LQ,"CONSTRUCTION OF NEW EAST RIVER BRANCH LIBRARY, QUEENS",0,,,,,0
queens,LQ-Q005,LQ,"QBPL SYSTEMS AND EQUIPMENT PURCHASES, QUEENS",574000,,,,,574000
queens,LQ-Q122,LQ,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, QNS",15400000,,,,,15400000
queens,LQ-Q217,LQ,"CONSTRUCTION OF A NEW LANGSTON HUGHES LIBRARY, QUEENS",0,,,,,0
queens,LQ-Q384,LQ,"CONSTRUCTION OF A NEW BRANCH LIBRARY FOR SOUTH JAMAICA, QUEENS",0,,,,,0
queens,LQ-122,LQ,"IMPROVEMENT OF BRANCHES INCLUDING FURNITURE AND EQUIPMENT, QUEENS",26197000,,0,0,0,26197000
citywide,MT-1,MT,"VARIOUS IMPROVEMENTS OR ACQUISITIONS FOR SURFACE TRANSIT SERVICE",0,,,0,,0
citywide,MT-3,MT,"REVENUE VEHICLES FOR SURFACE TRANSIT SERVICE",0,,,0,,0
citywide,P-C171,P,"CONSTRUCTION OF MALLS, TRIANGLES AND PARK ENVIRONMENTS, CITYWIDE",0,,,,,0
citywide,P-DN665,P,"CITY PARKS FOUNDATION",2614000,,,,,2614000
citywide,P-D056,P,"ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS, CITYWIDE",3500000,,,,,3500000
citywide,P-D171,P,"CONSTRUCTION OF MALLS, TRIANGLES AND PARK ENVIRONMENTS, CITYWIDE",0,,,,,0
citywide,P-D822,P,"STREET AND PARK TREE PLANTING, CITYWIDE",1581000,,,,,1581000
citywide,P-D933,P,"PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF PARKS AND RECREATION",796000,,,,,796000
citywide,P-D950,P,"COMPUTER EQUIPMENT, CITYWIDE",0,,,,,0
citywide,P-I001,P,"ARCH, ENGINEERING, ADMIN. EXPENSES, ETC.",38054000,,0,,,38054000
citywide,P-56,P,"ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS",64886000,,0,0,0,64886000
citywide,P-127,P,"CONST. & RECONST. OF PLAYGROUNDS & RECREATION FACILITIES.",0,,0,,,0
citywide,P-705,P,"CONSTRUCTION AND RECONSTRUCTION RELATED TO PLANYC",0,,,,,0
citywide,P-822,P,"STREET AND PARK TREE PLANTING, CITYWIDE",0,,0,0,212000,212000
citywide,P-823,P,"ARCH., ENGR., ADMIN. EXPENSES FOR PARKS CAPITAL PROJECTS",0,,0,,0,0
citywide,P-887,P,"CITY ZOOS, CITYWIDE",14697000,,,,,14697000
citywide,P-931,P,"COMMUNICATION SYSTEM DEVELOPMENT, CITY-WIDE",936000,,,,,936000
citywide,P-933,P,"PURCHASE OF EQUIPMENT FOR USE BY THE DEPT. OF PARKS AND RECREATION",9683000,,,0,,9683000
citywide,P-950,P,"COMPUTER EQUIPMENT",0,,,,,0
citywide,P-1008,P,"RECONST., INTERMEDIATE POOLS, EQUIPMENT, AND BATHHOUSES",6239000,,,0,,6239000
citywide,P-1018,P,"PARK IMPROVEMENTS, ALL BOROUGHS.",263269000,0,91364000,5000000,5000000,364633000
citywide,P-1245,P,"RECONSTRUCTION, WATERFRONT PARKS & PLAYGROUNDS, CITY WIDE",0,,0,0,,0
citywide,P-1248,P,"CONSTRUCTION & RECONSTRUCTION OF SEAWALLS, CITYWIDE",0,,,0,,0
citywide,P-1249,P,"CONSTRUCTION & RECONSTRUCTION OF ROOFING SYSTEMS, CITYWIDE",7022000,,,,,7022000
citywide,P-1250,P,"RECONSTRUCTION/REPLACEMENT OF BOILERS, CITYWIDE",4718000,,,,,4718000
citywide,P-1329,P,"RETAINING WALLS AND SEAWALLS",0,,,,,0
bronx,P-C021,P,"MISC PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: BRONX",0,,,0,0,0
bronx,P-C088,P,"VAN CORTLANDT PARK, DEVELOPMENT",0,,0,0,,0
bronx,P-C721,P,"PELHAM BAY PARK, THE BRONX",0,,,,,0
bronx,P-D021,P,"MISC PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: BRONX",10448000,,,,,10448000
bronx,P-D721,P,"PELHAM BAY PARK, BRONX",0,,,,,0
bronx,P-X003,P,"PURCHASE OF EQUIPMENT FOR THE DEPT. OF PARKS AND RECREATION, THE BRONX",0,,,,,0
bronx,P-X006,P,"CONSTRUCTION OF PARKS & PLAYGROUNDS AT WEST FARMS, BRONX",0,,,,,0
bronx,P-X007,P,"IMPROVEMENTS TO BEATTY PLAZA, BRONX",0,,,,,0
bronx,P-X008,P,"RECON OF PULASKI PARK, BRONX",0,,,,,0
bronx,P-X245,P,"MISC PKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, THE BRONx",14340000,,0,0,,14340000
bronx,P-X715,P,"ORCHARD BEACH, EXPANSION, BRONX",0,,0,,,0
bronx,P-X822,P,"STREET AND PARK TREE PLANTING, BRONX",0,,,,,0
bronx,P-X913,P,"RECONSTRUCTION, IMPROVEMENTS TO KELLY STREET PLAYGROUND, THE BRONX",0,,,,,0
bronx,P-60,P,"SOUNDVIEW PARK DEVELOPMENT",0,,0,,,0
bronx,P-88,P,"VAN CORTLANDT PARK, DEVELOPMENT",0,,0,0,,0
bronx,P-245X,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRONX",0,,10001000,0,,10001000
bronx,P-697,P,"CROTONA PARK, REHABILITATION",0,,0,,,0
bronx,P-720,P,"FERRY POINT PARK, DEVELOPMENT",0,,,,0,0
bronx,P-721,P,"PELHAM BAY PARK",0,,,0,,0
bronx,P-882,P,"YANKEE STADIUM REHABILITATION",0,,,,,0
bronx,P-963,P,"RECONSTRUCTION OF BRONX RIVER PARK",0,,0,,,0
bronx,P-1515,P,"IMPROVEMENTS IN THE AREA OF THE NEW YANKEE STADIUM",0,,,,,0
brooklyn,P-C017,P,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS, AND STRUCTURES: BKLYN",0,,0,,,0
brooklyn,P-C077,P,"RECONSTRUCTION OF MARINE PARK, BROOKLYN",0,,,0,,0
brooklyn,P-C412,P,"CONSTRUCT/RECONSTRUCT PROSPECT PARK, BROOKLYN",0,,,,,0
brooklyn,P-C974,P,"RECONSTRUCTION OF FORT GREENE PARK, BROOKLYN",0,,,,,0
brooklyn,P-DN510,P,"NEW YORK RESTORATION PROJECT (NYRP)",1721000,,,,,1721000
brooklyn,P-D017,P,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS, AND STRUCTURES: BKLYN",32118000,,,,,32118000
brooklyn,P-K001,P,"PROSPECT PARK, IMPROVEMENTS, BROOKLYN",0,,,0,,0
brooklyn,P-K003,P,"CONSTRUCTION AND RECONSTRUCTION OF BROOKLYN WAR MEMORIAL, BROOKLYN",0,,,,,0
brooklyn,P-K005,P,"CONSTRUCTION OF PARK SLOPE ARMORY CENTER, BROOKLYN",0,,,,,0
brooklyn,P-K006,P,"RECON HERBERT VON KING PARK, INCL BALLFIELD, BROOKLYN",0,,,,,0
brooklyn,P-K008,P,"CON OF COMFORT STATION, PARADE GROUNDS, BKLYN",0,,,,,0
brooklyn,P-K011,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",3785000,,0,0,,3785000
brooklyn,P-K077,P,"RECONSTRUCTION OF MARINE PARK, BROOKLYN",0,,,,,0
brooklyn,P-K132,P,"RECONSTRUCTION OF WINGATE PLAYGROUND AND COURTS, BROOKLYN",0,,,,,0
brooklyn,P-K141,P,"GRAND ARMY PLAZA RECONSTRUCTION, BROOKLYN",0,,,,,0
brooklyn,P-K585,P,"RECONSTRUCTION OF EXISTING TENNIS COURTS, BROOKLYN",0,,,,,0
brooklyn,P-K644,P,"RED HOOK AND COFFEY PARK, BROOKLYN, REHABILITATION",0,,,,,0
brooklyn,P-K743,P,"SUNSET PARK REHABILITATION, BROOKLYN",0,,,,,0
brooklyn,P-K822,P,"STREET AND PARK TREE PLANTING, BROOKLYN",0,,,,,0
brooklyn,P-K827,P,"IMPROVEMENTS TO JAMES BYRNE PARK",0,,,,,0
brooklyn,P-K885,P,"RECONSTRUCTION OF BROWNSVILLE RECREATION CENTER, BROOKLYN",0,,,,,0
brooklyn,P-K917,P,"CARROLL STREET PLAYGROUND, RENOVATION, BROOKLYN",0,,,,,0
brooklyn,P-K972,P,"RECONSTRUCTION OF OWL'S HEAD PARK",0,,,,,0
brooklyn,P-7,P,"CONEY ISLAND BOARDWALK IMPROVEMENTS",0,,0,,,0
brooklyn,P-77,P,"REHABILITATION OF PARK BUILDING, MARINE PARK",0,,,0,,0
brooklyn,P-245K,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",20357000,,0,0,0,20357000
brooklyn,P-412,P,"PROSPECT PARK, IMPROVEMENTS",0,,0,0,,0
brooklyn,P-507,P,"DREIER OFFERMAN PARK DEVELOPMENT",6110000,,,0,,6110000
brooklyn,P-819,P,"MCCARREN PARK, RENOVATION AND IMPROVEMENTS",0,,,,,0
brooklyn,P-839,P,"DEVELOPMENT OF WATERFRONT PARK IN WILLIAMSBURG AND GREENPOINT",1005000,,,0,0,1005000
brooklyn,P-883,P,"REHABILITATION OF EASTERN PARKWAY MALLS, BROOKLYN",0,,0,,,0
brooklyn,P-884,P,"REHABILITATION OF PROSPECT PARK ZOO, BROOKLYN",0,,,,,0
brooklyn,P-956,P,"DYKER BEACH PARK, RECONSTRUCTION, BROOKLYN",5862000,,,,,5862000
brooklyn,P-973,P,"RECONSTRUCTION OF SHORE ROAD PARK",0,,,,,0
brooklyn,P-1058,P,"COL. DAVID MARCUS MEMORIAL PLGD., RECONST.,BROOKLYN",0,,,,,0
brooklyn,P-1130,P,"CONSTRUCT AND RECONSTRUCT SHORE PKWY BIKE PATHS, BROOKLYN",0,,0,0,,0
brooklyn,P-1132,P,"WINGATE PARK RECONSTRUCTION, BROOKLYN",0,,,,,0
brooklyn,P-1179,P,"CONSTRUCTION OF BUSHWICK PLAYGROUND, BROOKLYN",0,,,,,0
brooklyn,P-1200,P,"BROOKLYN BRIDGE PARK DEVELOPMENT",0,,,,,0
manhattan,P-C018,P,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: MANHATTAN",0,,0,0,0,0
manhattan,P-C828,P,"RECONSTRUCTION OF BATTERY PARK, MANHATTAN",0,,0,0,,0
manhattan,P-DN510,P,"NEW YORK RESTORATION PROJECT (NYRP)",1721000,,,,,1721000
manhattan,P-DN665,P,"CITY PARKS FOUNDATION",2614000,,,,,2614000
manhattan,P-D018,P,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: MANHATTAN",19593000,,,,,19593000
manhattan,P-D124,P,"E. 54TH ST RECREATION CENTER, RECON AND IMPVTS, MANHATTAN",0,,,,,0
manhattan,P-MN534,P,"FRANKLIN AND ELEANOR ROOSEVELT INSTITUTE",0,,,,,0
manhattan,P-MN665,P,"CITY PARKS FOUNDATION",150000,,,,,150000
manhattan,P-M024,P,"EAST 54 ST. REC. CTR., MANHATTAN, RECONSTRUCTION",0,,,,,0
manhattan,P-M094,P,"RECONSTRUCT ROGER MORRIS PARK INCLUDING MORRIS JUMEL MANSION, MANHATTA",0,,,,,0
manhattan,P-M245,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",3275000,,,,,3275000
manhattan,P-M380,P,"RIVERSIDE PARK, MANHATTAN, GENERAL REHABILITATION.",0,,,,0,0
manhattan,P-M822,P,"STREET AND PARK TREE PLANTING, MANHATTAN",0,,,,,0
manhattan,P-M890,P,"RECONSTRUCTION OF MARCUS GARVEY RECREATION CENTER, MANHATTAN",0,,,,,0
manhattan,P-M933,P,"PURCHASE OF EQUIPMENT FOR THE DEPT. OF PARKS AND RECREATION, MANHATTAN",0,,,,,0
manhattan,P-M997,P,"RECONSTRUCTION OF INWOOD HILL PARK, MANHATTAN",0,,,,,0
manhattan,P-174,P,"CENTRAL PARK, VARIOUS IMPROVEMENTS",0,,0,0,,0
manhattan,P-245M,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",3830000,,0,0,11000,3841000
manhattan,P-374,P,"HIGHBRIDGE OVER HARLEM RIVER",0,,0,,,0
manhattan,P-380,P,"RIVERSIDE PARK, MANHATTAN, GENERAL REHABILITATION.",0,,0,0,,0
manhattan,P-415A,P,"HIGHBRIDGE PARK, MANHATTAN, RECONSTRUCTION",0,,0,,,0
manhattan,P-475,P,"EAST RIVER PARK, IMPROVEMENT",0,,0,0,,0
manhattan,P-769,P,"REHABILITATION OF UNION SQUARE PARK.",0,,,0,0,0
manhattan,P-828,P,"RECONSTRUCTION OF BATTERY PARK SEA WALL",0,,0,0,0,0
manhattan,P-861,P,"RENOVATION OF FORT WASHINGTON PARK",0,,0,,,0
manhattan,P-890,P,"REHABILITATION OF MARCUS GARVEY RECREATION CENTER, MANHATTAN",0,,,0,,0
manhattan,P-944,P,"DOWNING STADIUM AND OTHER, RECONSTRUCTION, RANDALL'S ISLAND, MANHATTAN",0,,0,0,,0
manhattan,P-997,P,"RECONSTRUCTION OF INWOOD HILL PARK, MANHATTAN",0,,,0,0,0
manhattan,P-1246,P,"HUDSON RIVER TRUST",10000000,,,,0,10000000
manhattan,P-1300,P,"IMPROVEMENTS TO CENTRAL PARK, MANHATTAN",5275000,,,,,5275000
manhattan,P-1325,P,"WASHINGTON SQUARE PARK",0,,,,0,0
manhattan,P-1326,P,"HIGH LINE PARK",0,,0,0,0,0
manhattan,P-1328,P,"WEST 59TH STREET RECREATION CENTER",0,,,,,0
queens,P-C008,P,"FOREST PARK RECONSTRUCTION, QUEENS",0,,,,,0
queens,P-C019,P,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: QUEENS",0,,0,,0,0
queens,P-C025,P,"FLUSHING MEADOW PARK IMPROVEMENTS",0,,,,,0
queens,P-C087,P,"DEVELOPMENT OF KISSENA CORRIDOR PARK, QUEENS",0,,,,,0
queens,P-C708,P,"RECONSTRUCTION OF BAISLEY POND PARK, EXTENSION, QUEENS",0,,,,,0
queens,P-C770,P,"RECONSTRUCTION OF JUNIPER VALLEY PARK, QUEENS",0,,,,,0
queens,P-C990,P,"RECONSTRUCT ASTORIA PARK, QUEENS",0,,,0,,0
queens,P-D019,P,"MISCELLANEOUS PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: QUEENS",25934000,,,,,25934000
queens,P-QN534,P,"FRANKLIN AND ELEANOR ROOSEVELT INSTITUTE",0,,,,,0
queens,P-Q001,P,"FLUSHING MEADOW PARK DEVELOPMENT",2500000,,0,,,2500000
queens,P-Q002,P,"ALLEY POND PARK",0,,0,,,0
queens,P-Q003,P,"MISCELLANEOUS PARKS, PLAYGROUNDS AND STRUCTURES: QUEENS",0,,0,,,0
queens,P-Q004,P,"STREET AND PARK TREE PLANTING, QUEENS",0,,,,,0
queens,P-Q005,P,"DEVELOP COMMUNITY PARK FOR BROAD CHANNEL",0,,,,,0
queens,P-Q009,P,"RECONSTRUCTION OF RUFUS KING PARK",0,,,,,0
queens,P-Q010,P,"QUEENS COUNTY FARM MUSEUM, IMPROVEMENTS",0,,,,,0
queens,P-Q126,P,"FRANK GOLDEN PARK, QUEENS",500000,,,,,500000
queens,P-Q138,P,"RECONSTRUCTION, IMPROVEMENTS TO BOWNE PARK, QUEENS",0,,,,,0
queens,P-Q245,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",15375000,,,0,,15375000
queens,P-Q708,P,"BAISLEY POND PARK, QUEENS",0,,,0,,0
queens,P-Q771,P,"FOREST PARK RECONSTRUCTION, QUEENS",0,,,,,0
queens,P-Q822,P,"STREET AND PARK TREE PLANTING, QUEENS",0,,,,,0
queens,P-Q847,P,"RECONSTRUCTION OF ROY WILKINS PARK, QUEENS",0,,,,,0
queens,P-Q933,P,"PURCHASE OF EQUIPMENT FOR THE DEPT. OF PARKS AND RECREATION, QUEENS",0,,,,,0
queens,P-Q938,P,"EVERGREEN PARK, QUEENS",0,,,,,0
queens,P-3,P,"FLUSHING MEADOW CORONA PARK POOL CONSTRUCTION, QUEENS",0,,,,,0
queens,P-13,P,"FLUSHING MEADOW PARK DEVELOPMENT",0,,,0,,0
queens,P-245Q,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, QUEENS",29188000,,0,0,0,29188000
queens,P-450,P,"MUNICIPAL STADIUM IMPROVEMENTS, FLUSHING MEADOW PARK",0,,,,0,0
queens,P-581,P,"ROCKAWAY BEACH, BOARDWALK REDECKING",0,,0,,,0
queens,P-896,P,"REHABILITATION OF UPPER HIGHLAND PARK, QUEENS",0,,,,,0
queens,P-1001,P,"RECONSTRUCTION OF EDERLE PARK AMPHITHEATRE, QUEENS",0,,,,0,0
queens,P-1320,P,"ELMHURST GAS TANKS SITE, PARK DEVELOPMENT",0,,,,,0
queens,P-1324,P,"FORT TOTTEN PARK, QUEENS",0,,,,,0
richmond,P-C020,P,"MISC PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: STATEN ISLAND",0,,0,,,0
richmond,P-D020,P,"MISC PARKS, PARKWAYS, PLAYGROUNDS AND STRUCTURES: STATEN ISLAND",2650000,,,,,2650000
richmond,P-R001,P,"ACQUISITION OF BIDDLE HOUSE     STATEN ISLA",0,,,0,,0
richmond,P-R003,P,"GRANITEVILLE/PS 51 PARK, STATEN ISLAND",0,,,,,0
richmond,P-R006,P,"RECONSTRUCTION OF RECREATION BUILDING IN FABER PARK, STATEN ISLAND",0,,,,,0
richmond,P-R010,P,"STATEN ISLAND BOTANICAL GARDEN, IMPROVE,CONS,RECON, STATEN ISLAND",0,,,,,0
richmond,P-R056,P,"ACQUISITION OF PROPERTY FOR PLAYGROUNDS AND PARKS",0,,,,,0
richmond,P-R240,P,"CONSTRUCTION, LEMON CREEK PARK, STATEN ISLAND",0,,,,,0
richmond,P-R245,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, S.I.",8490000,,0,0,,8490000
richmond,P-R822,P,"STREET AND PARK TREE PLANTING, STATEN ISLAND",0,,,,,0
richmond,P-R933,P,"PURCHASE OF EQUIP FOR USE BY THE DEPT. OF PARKS AND REC, STATEN ISLAND",0,,,,,0
richmond,P-R941,P,"RECONSTRUCTION OF WOLFE'S POND PARK, STATEN ISLAND",0,,,,,0
richmond,P-245R,P,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, S.I.",0,,0,0,0,0
richmond,P-272,P,"RECONSTRUCTION OF CONFERENCE HOUSE PARK, STATEN ISLAND",0,,,,,0
richmond,P-504,P,"OCEAN BREEZE, RECONSTRUCTION, STATEN ISLAND",0,,,,,0
richmond,P-594,P,"CORPORAL LAWRENCE C. THOMPSON PARK, DEVELOPMENT, STATEN ISLAND",0,,0,,,0
richmond,P-632,P,"NEW SWIMMING POOL, STATEN ISLAND",7500000,,,,,7500000
richmond,P-935,P,"SOUTH BEACH BOARDWALK, RECONSTRUCTION, S.I.",0,,,,,0
richmond,P-1026,P,"STATEN ISLAND BOTANICAL GARDEN, S.I.",0,,,,,0
richmond,P-1321,P,"FRESH KILLS PARK, STATEN ISLAND",8082000,,,,,8082000
richmond,P-1322,P,"GREAT KILLS PARK AND WATERFRONT, STATEN ISLAND",0,,0,,,0
citywide,PO-D001,PO,"POLICE DEPARTMENT BUILDINGS, IMPROVEMENTS, CITYWIDE",0,,,,,0
citywide,PO-D046,PO,"ULTRA HIGH FREQUENCY RADIO TELEPHONE EQUIPMENT",75000,,,,,75000
citywide,PO-D185,PO,"PURCHASE OF VEHICLES AND EQUIPMENT, CITYWIDE",2724000,,,,,2724000
citywide,PO-46,PO,"ULTRA HIGH FREQUENCY RADIO TELEPHONE EQUIPMENT",35684000,,,,,35684000
citywide,PO-79,PO,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, CITYWIDE",113922000,,4744000,,,118666000
citywide,PO-127,PO,"HELICOPTERS",0,,,,,0
citywide,PO-155,PO,"SITES FOR ANY POLICE CAPITAL PROJECT",0,,,,,0
citywide,PO-163,PO,"ACQUISITION AND INSTALLATION OF COMPUTER EQUIPMENT",70396000,,0,,,70396000
citywide,PO-185,PO,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999",22659000,,0,,,22659000
citywide,PO-187,PO,"PURCHASE OF NEW EQUIPMENT FOR POLICE DPT. USE",23423000,,,,,23423000
citywide,PO-205,PO,"CONSTRUCTION OF A NEW POLICE TRAINING FACILITY, CITYWIDE",0,,,,,0
citywide,PO-208,PO,"NEW PUBLIC SAFETY ANSWERING CENTER",0,,,,0,0
bronx,PO-X079,PO,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, THE BRONX",0,,,,,0
bronx,PO-141,PO,"NEW 40TH PRECINCT STATION HOUSE",58211000,,,,,58211000
bronx,PO-202,PO,"CONST.,RECONST., & MODERNIZATION OF POLICE FIRING RANGE.",0,,,,,0
brooklyn,PO-K185,PO,"PURCHASE AND INSTALLATION OF EQUIPMENT, BROOKLYN",387000,,,,,387000
manhattan,PO-111,PO,"MARINE LAUNCHES FOR HARBOR UNIT",4476000,,,,,4476000
queens,PO-Q079,PO,"IMPROVEMENTS TO POLICE DEPARTMENT PROPERTY, QUEENS",100000,,,,,100000
queens,PO-Q185,PO,"PURCHASE AND INSTALLATION OF EQUIPMENT, QUEENS",350000,,,,,350000
queens,PO-2,PO,"CONSTRUCTION OF A NEW 116th PRECINCT STATION HOUSE, QUEENS",9500000,,,,,9500000
queens,PO-5,PO,"SITE ACQUISITION AND CONS FOR A NEW PROPERTY CLERK FACILITY, QUEENS",50000000,,,,,50000000
richmond,PO-R046,PO,"PURCHASE AND INSTALLATION OF COMMUNICATIONS EQUIPMENT, STATEN ISLAND",0,,,,,0
richmond,PO-R185,PO,"VEHICLES OF AT LEAST $35,000 AFTER NOVEMBER 1, 1999, STATEN ISLAND",0,,,,,0
richmond,PO-1,PO,"SECURITY CAMERA SYSTEMS IN CITY-OWNED PARKS, STATEN ISLAND",0,,,,,0
richmond,PO-223,PO,"NEW STATEN ISLAND PRECINCT",0,,,,,0
citywide,PU-D016,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING MACHINES, CITYWIDE",0,,,,,0
citywide,PU-15,PU,"COMMUNICATIONS & OTHER EQUIPMENT",0,,0,0,0,0
citywide,PU-16,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING SOFTWARE, HARDWARE AND INFRA.",67705000,,0,,0,67705000
citywide,PU-16A,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR FISA",0,,,,,0
citywide,PU-19,PU,"EQUIPMENT AND MISCELLANEOUS EQUIPMENT FOR FMS 2000",0,,,,,0
citywide,PU-21,PU,"COSTS OF FINANCING CAPITAL EXPENDITURES",0,,,,,0
citywide,PU-22,PU,"JUDGEMENTS AND SETTLEMENTS IN CONNECTION WITH CAPITAL PROJECTS",30000000,0,,,,30000000
citywide,PU-24,PU,"COSTS OF DISCOUNT DEBT ISSUANCE",0,,,,,0
citywide,PU-25,PU,"ENERGY EFFICIENCY AND SUSTAINABILITY",146788000,,0,,,146788000
citywide,PU-26,PU,"CAPITAL PROJECT SCOPE DEVELOPMENT FOR CAPITAL PROJECTS, CITYWIDE",0,,,,,0
citywide,PU-100,PU,"CITYWIDE RESILIENCY MEASURES",0,,456515000,,,456515000
citywide,PU-200,PU,"CITYWIDE AGENCY FACILITY AND OPERATIONAL PROTECTIVE MEASURES",0,,,,,0
bronx,PU-X016,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING MACHINES",0,,,,,0
brooklyn,PU-K001,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING MACHINES, BROOKLYN",0,,,,,0
manhattan,PU-M016,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING MACHINES, MANHATTAN",0,,,,,0
richmond,PU-R016,PU,"PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT, STATEN ISLAND",0,,,,,0
citywide,PV-C467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",0,,,,0,0
citywide,PV-D467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",1150000,,,,,1150000
citywide,PV-D998,PV,"CITY COUNCIL FUNDING FOR N0N-CITY OWNED PROJECTS, EQUIPMENT",0,,,,,0
citywide,PV-D999,PV,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,,,,0
citywide,PV-467,PV,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",5509000,,0,0,0,5509000
citywide,PV-999,PV,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,0,0,0,0
bronx,PV-C464,PV,"WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS, THE BRONX",0,,,,,0
bronx,PV-DN074,PV,"NEW YORK BOTANICAL GARDEN",0,,,,,0
bronx,PV-DN166,PV,"GHETTO FILM SCHOOL",0,,,,,0
